"","V1"
"27396",8
"27397",3
"27398",6
"27399",6
"27400",4
"27401",4
"27402",4
"27403",4
"27404",9
"27405",1
"27406",4
"27407",4
"27408",4
"27409",3
"27410",3
"27411",11
"27412",9
"27413",7
"27414",7
"27415",9
"27416",5
"27417",8
"27418",3
"27419",5
"27420",7
"27421",5
"27422",7
"27423",9
"27424",11
"27425",5
"27426",4
"27427",11
"27428",4
"27429",9
"27430",5
"27431",4
"27432",9
"27433",4
"27434",2
"27435",4
"27436",9
"27437",6
"27438",4
"27439",10
"27440",5
"27441",5
"27442",11
"27443",6
"27444",11
"27445",11
"27446",4
"27447",11
"27448",6
"27449",11
"27450",11
"27451",7
"27452",5
"27453",7
"27454",11
"27455",5
"27456",5
"27457",8
"27458",9
"27459",7
"27460",5
"27461",6
"27462",11
"27463",2
"27464",4
"27465",6
"27466",6
"27467",6
"27468",4
"27469",7
"27470",7
"27471",4
"27472",11
"27473",10
"27474",7
"27475",7
"27476",4
"27477",3
"27478",9
"27479",11
"27480",8
"27481",1
"27482",5
"27483",5
"27484",7
"27485",10
"27486",8
"27487",4
"27488",4
"27489",9
"27490",6
"27491",4
"27492",9
"27493",6
"27494",6
"27495",3
"27496",4
"27497",8
"27498",9
"27499",11
"27500",9
"27501",5
"27502",1
"27503",7
"27504",7
"27505",4
"27506",9
"27507",4
"27508",10
"27509",4
"27510",9
"27511",4
"27512",9
"27513",7
"27514",8
"27515",3
"27516",5
"27517",7
"27518",3
"27519",6
"27520",8
"27521",6
"27522",2
"27523",2
"27524",10
"27525",2
"27526",4
"27527",2
"27528",9
"27529",11
"27530",11
"27531",6
"27532",6
"27533",4
"27534",5
"27535",7
"27536",6
"27537",6
"27538",6
"27539",11
"27540",11
"27541",5
"27542",2
"27543",3
"27544",8
"27545",8
"27546",4
"27547",8
"27548",8
"27549",8
"27550",8
"27551",8
"27552",8
"27553",4
"27554",8
"27555",8
"27556",8
"27557",4
"27558",8
"27559",8
"27560",8
"27561",8
"27562",8
"27563",8
"27564",8
"27565",8
"27566",8
"27567",8
"27568",7
"27569",1
"27570",8
"27571",8
"27572",8
"27573",1
"27574",8
"27575",8
"27576",8
"27577",8
"27578",8
"27579",8
"27580",8
"27581",8
"27582",8
"27583",8
"27584",8
"27585",1
"27586",4
"27587",8
"27588",8
"27589",8
"27590",8
"27591",8
"27592",8
"27593",8
"27594",8
"27595",8
"27596",8
"27597",8
"27598",8
"27599",8
"27600",8
"27601",1
"27602",8
"27603",8
"27604",8
"27605",8
"27606",8
"27607",8
"27608",8
"27609",8
"27610",5
"27611",8
"27612",8
"27613",1
"27614",8
"27615",4
"27616",4
"27617",8
"27618",8
"27619",3
"27620",8
"27621",4
"27622",8
"27623",8
"27624",4
"27625",8
"27626",8
"27627",4
"27628",8
"27629",8
"27630",8
"27631",8
"27632",2
"27633",11
"27634",2
"27635",6
"27636",6
"27637",2
"27638",2
"27639",3
"27640",11
"27641",2
"27642",2
"27643",2
"27644",2
"27645",7
"27646",2
"27647",7
"27648",2
"27649",2
"27650",7
"27651",10
"27652",6
"27653",7
"27654",2
"27655",2
"27656",3
"27657",4
"27658",4
"27659",9
"27660",3
"27661",8
"27662",9
"27663",3
"27664",10
"27665",8
"27666",4
"27667",9
"27668",4
"27669",3
"27670",7
"27671",7
"27672",7
"27673",2
"27674",7
"27675",2
"27676",7
"27677",2
"27678",2
"27679",7
"27680",2
"27681",7
"27682",7
"27683",7
"27684",7
"27685",7
"27686",7
"27687",2
"27688",2
"27689",2
"27690",2
"27691",2
"27692",2
"27693",7
"27694",7
"27695",2
"27696",2
"27697",2
"27698",2
"27699",7
"27700",2
"27701",2
"27702",2
"27703",2
"27704",2
"27705",2
"27706",2
"27707",2
"27708",2
"27709",7
"27710",2
"27711",2
"27712",2
"27713",7
"27714",7
"27715",2
"27716",2
"27717",2
"27718",2
"27719",2
"27720",2
"27721",2
"27722",2
"27723",2
"27724",7
"27725",7
"27726",7
"27727",7
"27728",2
"27729",2
"27730",7
"27731",7
"27732",7
"27733",2
"27734",7
"27735",7
"27736",2
"27737",2
"27738",7
"27739",7
"27740",7
"27741",2
"27742",2
"27743",2
"27744",6
"27745",4
"27746",6
"27747",2
"27748",2
"27749",2
"27750",3
"27751",2
"27752",7
"27753",2
"27754",2
"27755",11
"27756",2
"27757",6
"27758",11
"27759",10
"27760",8
"27761",9
"27762",7
"27763",9
"27764",11
"27765",9
"27766",5
"27767",10
"27768",5
"27769",5
"27770",9
"27771",11
"27772",2
"27773",7
"27774",7
"27775",6
"27776",7
"27777",3
"27778",11
"27779",6
"27780",11
"27781",11
"27782",6
"27783",8
"27784",3
"27785",5
"27786",5
"27787",7
"27788",1
"27789",3
"27790",7
"27791",7
"27792",9
"27793",8
"27794",6
"27795",7
"27796",7
"27797",7
"27798",7
"27799",7
"27800",2
"27801",9
"27802",7
"27803",7
"27804",6
"27805",11
"27806",9
"27807",9
"27808",10
"27809",7
"27810",11
"27811",7
"27812",4
"27813",7
"27814",6
"27815",3
"27816",9
"27817",7
"27818",2
"27819",11
"27820",6
"27821",7
"27822",5
"27823",11
"27824",6
"27825",7
"27826",7
"27827",3
"27828",2
"27829",2
"27830",7
"27831",6
"27832",4
"27833",8
"27834",6
"27835",2
"27836",2
"27837",2
"27838",2
"27839",2
"27840",7
"27841",6
"27842",2
"27843",2
"27844",11
"27845",2
"27846",2
"27847",2
"27848",2
"27849",2
"27850",2
"27851",2
"27852",2
"27853",2
"27854",2
"27855",2
"27856",7
"27857",3
"27858",9
"27859",3
"27860",11
"27861",4
"27862",9
"27863",8
"27864",2
"27865",3
"27866",3
"27867",5
"27868",11
"27869",4
"27870",9
"27871",3
"27872",6
"27873",11
"27874",3
"27875",7
"27876",9
"27877",9
"27878",3
"27879",4
"27880",6
"27881",7
"27882",11
"27883",6
"27884",6
"27885",6
"27886",6
"27887",6
"27888",3
"27889",4
"27890",7
"27891",9
"27892",9
"27893",6
"27894",4
"27895",6
"27896",11
"27897",10
"27898",4
"27899",7
"27900",2
"27901",9
"27902",4
"27903",7
"27904",3
"27905",7
"27906",6
"27907",9
"27908",11
"27909",3
"27910",4
"27911",3
"27912",4
"27913",4
"27914",4
"27915",3
"27916",9
"27917",4
"27918",6
"27919",6
"27920",6
"27921",11
"27922",7
"27923",6
"27924",9
"27925",11
"27926",4
"27927",9
"27928",4
"27929",7
"27930",6
"27931",6
"27932",2
"27933",9
"27934",6
"27935",11
"27936",5
"27937",10
"27938",7
"27939",10
"27940",5
"27941",10
"27942",3
"27943",5
"27944",11
"27945",5
"27946",8
"27947",1
"27948",6
"27949",7
"27950",7
"27951",10
"27952",4
"27953",5
"27954",5
"27955",7
"27956",10
"27957",8
"27958",4
"27959",10
"27960",10
"27961",4
"27962",7
"27963",11
"27964",4
"27965",7
"27966",7
"27967",9
"27968",9
"27969",10
"27970",2
"27971",9
"27972",5
"27973",4
"27974",2
"27975",5
"27976",10
"27977",5
"27978",7
"27979",8
"27980",1
"27981",5
"27982",9
"27983",7
"27984",10
"27985",7
"27986",9
"27987",8
"27988",10
"27989",8
"27990",10
"27991",5
"27992",2
"27993",8
"27994",10
"27995",10
"27996",7
"27997",8
"27998",7
"27999",7
"28000",10
"28001",5
"28002",5
"28003",7
"28004",10
"28005",5
"28006",10
"28007",5
"28008",5
"28009",3
"28010",9
"28011",7
"28012",2
"28013",5
"28014",9
"28015",2
"28016",11
"28017",2
"28018",5
"28019",8
"28020",3
"28021",4
"28022",8
"28023",5
"28024",2
"28025",1
"28026",11
"28027",3
"28028",5
"28029",5
"28030",5
"28031",6
"28032",2
"28033",5
"28034",5
"28035",2
"28036",4
"28037",11
"28038",3
"28039",3
"28040",9
"28041",5
"28042",5
"28043",4
"28044",9
"28045",3
"28046",5
"28047",5
"28048",1
"28049",2
"28050",9
"28051",5
"28052",8
"28053",5
"28054",8
"28055",9
"28056",10
"28057",8
"28058",5
"28059",9
"28060",3
"28061",5
"28062",1
"28063",7
"28064",11
"28065",10
"28066",11
"28067",2
"28068",9
"28069",9
"28070",5
"28071",8
"28072",4
"28073",9
"28074",9
"28075",5
"28076",4
"28077",5
"28078",5
"28079",8
"28080",5
"28081",9
"28082",5
"28083",5
"28084",3
"28085",5
"28086",7
"28087",5
"28088",3
"28089",11
"28090",5
"28091",11
"28092",5
"28093",9
"28094",5
"28095",5
"28096",5
"28097",9
"28098",7
"28099",3
"28100",4
"28101",5
"28102",5
"28103",5
"28104",4
"28105",1
"28106",5
"28107",2
"28108",11
"28109",5
"28110",10
"28111",3
"28112",2
"28113",4
"28114",5
"28115",3
"28116",5
"28117",5
"28118",11
"28119",3
"28120",5
"28121",8
"28122",5
"28123",9
"28124",10
"28125",9
"28126",2
"28127",11
"28128",2
"28129",3
"28130",8
"28131",10
"28132",5
"28133",11
"28134",5
"28135",10
"28136",5
"28137",5
"28138",10
"28139",2
"28140",7
"28141",6
"28142",7
"28143",10
"28144",6
"28145",5
"28146",5
"28147",5
"28148",5
"28149",5
"28150",5
"28151",5
"28152",2
"28153",5
"28154",9
"28155",3
"28156",5
"28157",3
"28158",5
"28159",3
"28160",3
"28161",5
"28162",7
"28163",10
"28164",11
"28165",10
"28166",2
"28167",5
"28168",7
"28169",8
"28170",5
"28171",5
"28172",2
"28173",4
"28174",3
"28175",4
"28176",4
"28177",11
"28178",3
"28179",3
"28180",9
"28181",4
"28182",11
"28183",4
"28184",6
"28185",6
"28186",4
"28187",4
"28188",6
"28189",8
"28190",9
"28191",9
"28192",6
"28193",4
"28194",8
"28195",8
"28196",4
"28197",10
"28198",1
"28199",2
"28200",1
"28201",2
"28202",2
"28203",9
"28204",10
"28205",5
"28206",9
"28207",7
"28208",4
"28209",3
"28210",4
"28211",4
"28212",9
"28213",7
"28214",9
"28215",10
"28216",6
"28217",9
"28218",11
"28219",7
"28220",11
"28221",4
"28222",10
"28223",2
"28224",1
"28225",1
"28226",1
"28227",1
"28228",1
"28229",1
"28230",8
"28231",8
"28232",1
"28233",1
"28234",1
"28235",1
"28236",1
"28237",1
"28238",7
"28239",1
"28240",1
"28241",1
"28242",1
"28243",1
"28244",10
"28245",9
"28246",10
"28247",10
"28248",5
"28249",5
"28250",5
"28251",5
"28252",3
"28253",6
"28254",7
"28255",9
"28256",5
"28257",4
"28258",10
"28259",10
"28260",3
"28261",5
"28262",2
"28263",2
"28264",2
"28265",2
"28266",2
"28267",2
"28268",2
"28269",2
"28270",2
"28271",1
"28272",11
"28273",2
"28274",1
"28275",2
"28276",2
"28277",5
"28278",5
"28279",3
"28280",5
"28281",2
"28282",3
"28283",2
"28284",2
"28285",11
"28286",2
"28287",3
"28288",2
"28289",2
"28290",2
"28291",2
"28292",3
"28293",11
"28294",6
"28295",8
"28296",11
"28297",2
"28298",2
"28299",2
"28300",3
"28301",2
"28302",2
"28303",3
"28304",10
"28305",11
"28306",7
"28307",2
"28308",2
"28309",5
"28310",6
"28311",3
"28312",2
"28313",2
"28314",2
"28315",1
"28316",2
"28317",2
"28318",9
"28319",2
"28320",2
"28321",3
"28322",11
"28323",7
"28324",4
"28325",3
"28326",2
"28327",4
"28328",7
"28329",9
"28330",3
"28331",3
"28332",3
"28333",4
"28334",8
"28335",11
"28336",4
"28337",4
"28338",7
"28339",7
"28340",4
"28341",3
"28342",4
"28343",6
"28344",7
"28345",4
"28346",11
"28347",5
"28348",11
"28349",11
"28350",10
"28351",8
"28352",5
"28353",11
"28354",5
"28355",5
"28356",9
"28357",5
"28358",3
"28359",9
"28360",10
"28361",8
"28362",2
"28363",5
"28364",6
"28365",8
"28366",5
"28367",9
"28368",11
"28369",5
"28370",1
"28371",2
"28372",3
"28373",5
"28374",10
"28375",7
"28376",3
"28377",8
"28378",11
"28379",5
"28380",9
"28381",8
"28382",8
"28383",5
"28384",7
"28385",3
"28386",5
"28387",11
"28388",5
"28389",3
"28390",11
"28391",11
"28392",1
"28393",3
"28394",11
"28395",11
"28396",5
"28397",3
"28398",4
"28399",11
"28400",5
"28401",1
"28402",5
"28403",6
"28404",5
"28405",10
"28406",2
"28407",1
"28408",11
"28409",11
"28410",3
"28411",2
"28412",10
"28413",5
"28414",5
"28415",6
"28416",11
"28417",6
"28418",10
"28419",1
"28420",1
"28421",1
"28422",8
"28423",6
"28424",1
"28425",11
"28426",3
"28427",3
"28428",1
"28429",5
"28430",3
"28431",5
"28432",2
"28433",11
"28434",5
"28435",5
"28436",10
"28437",9
"28438",5
"28439",10
"28440",5
"28441",5
"28442",2
"28443",5
"28444",5
"28445",10
"28446",3
"28447",11
"28448",4
"28449",3
"28450",6
"28451",6
"28452",5
"28453",1
"28454",1
"28455",10
"28456",5
"28457",1
"28458",5
"28459",10
"28460",5
"28461",3
"28462",8
"28463",5
"28464",10
"28465",5
"28466",6
"28467",3
"28468",1
"28469",9
"28470",9
"28471",1
"28472",9
"28473",5
"28474",5
"28475",5
"28476",11
"28477",5
"28478",1
"28479",11
"28480",6
"28481",3
"28482",5
"28483",1
"28484",1
"28485",8
"28486",9
"28487",2
"28488",3
"28489",7
"28490",7
"28491",3
"28492",11
"28493",5
"28494",9
"28495",1
"28496",3
"28497",10
"28498",5
"28499",1
"28500",5
"28501",8
"28502",3
"28503",11
"28504",10
"28505",11
"28506",9
"28507",5
"28508",5
"28509",3
"28510",11
"28511",9
"28512",5
"28513",2
"28514",2
"28515",7
"28516",5
"28517",5
"28518",5
"28519",5
"28520",1
"28521",1
"28522",5
"28523",3
"28524",10
"28525",5
"28526",5
"28527",6
"28528",5
"28529",1
"28530",2
"28531",5
"28532",10
"28533",3
"28534",9
"28535",10
"28536",9
"28537",2
"28538",2
"28539",5
"28540",9
"28541",5
"28542",1
"28543",5
"28544",5
"28545",3
"28546",5
"28547",5
"28548",11
"28549",1
"28550",9
"28551",3
"28552",8
"28553",2
"28554",9
"28555",1
"28556",9
"28557",5
"28558",7
"28559",2
"28560",11
"28561",8
"28562",6
"28563",3
"28564",11
"28565",5
"28566",1
"28567",5
"28568",1
"28569",8
"28570",11
"28571",3
"28572",11
"28573",5
"28574",5
"28575",9
"28576",5
"28577",2
"28578",7
"28579",7
"28580",5
"28581",10
"28582",9
"28583",10
"28584",6
"28585",11
"28586",11
"28587",1
"28588",6
"28589",6
"28590",6
"28591",2
"28592",4
"28593",6
"28594",7
"28595",2
"28596",5
"28597",7
"28598",9
"28599",4
"28600",7
"28601",11
"28602",10
"28603",5
"28604",9
"28605",9
"28606",10
"28607",5
"28608",6
"28609",3
"28610",5
"28611",9
"28612",2
"28613",10
"28614",4
"28615",7
"28616",10
"28617",4
"28618",3
"28619",11
"28620",4
"28621",5
"28622",2
"28623",7
"28624",11
"28625",7
"28626",5
"28627",6
"28628",9
"28629",4
"28630",5
"28631",9
"28632",8
"28633",7
"28634",4
"28635",9
"28636",4
"28637",5
"28638",11
"28639",5
"28640",1
"28641",3
"28642",6
"28643",3
"28644",3
"28645",11
"28646",6
"28647",9
"28648",6
"28649",10
"28650",2
"28651",10
"28652",6
"28653",6
"28654",6
"28655",3
"28656",9
"28657",5
"28658",6
"28659",11
"28660",6
"28661",7
"28662",3
"28663",5
"28664",7
"28665",11
"28666",10
"28667",10
"28668",7
"28669",7
"28670",7
"28671",9
"28672",7
"28673",7
"28674",7
"28675",2
"28676",6
"28677",4
"28678",3
"28679",6
"28680",7
"28681",7
"28682",7
"28683",7
"28684",6
"28685",1
"28686",7
"28687",3
"28688",5
"28689",5
"28690",6
"28691",8
"28692",6
"28693",2
"28694",2
"28695",9
"28696",10
"28697",11
"28698",7
"28699",2
"28700",1
"28701",7
"28702",11
"28703",7
"28704",2
"28705",6
"28706",6
"28707",2
"28708",11
"28709",8
"28710",9
"28711",7
"28712",5
"28713",5
"28714",3
"28715",10
"28716",9
"28717",6
"28718",6
"28719",11
"28720",2
"28721",10
"28722",2
"28723",5
"28724",1
"28725",10
"28726",6
"28727",9
"28728",2
"28729",9
"28730",7
"28731",10
"28732",10
"28733",10
"28734",4
"28735",11
"28736",6
"28737",5
"28738",10
"28739",9
"28740",7
"28741",10
"28742",6
"28743",10
"28744",7
"28745",11
"28746",9
"28747",9
"28748",6
"28749",7
"28750",7
"28751",3
"28752",9
"28753",11
"28754",3
"28755",9
"28756",3
"28757",7
"28758",6
"28759",11
"28760",11
"28761",6
"28762",10
"28763",10
"28764",7
"28765",7
"28766",11
"28767",4
"28768",6
"28769",7
"28770",2
"28771",4
"28772",7
"28773",11
"28774",6
"28775",6
"28776",2
"28777",9
"28778",9
"28779",5
"28780",2
"28781",9
"28782",7
"28783",9
"28784",10
"28785",6
"28786",5
"28787",2
"28788",10
"28789",2
"28790",9
"28791",2
"28792",9
"28793",7
"28794",11
"28795",11
"28796",2
"28797",4
"28798",9
"28799",10
"28800",11
"28801",6
"28802",5
"28803",11
"28804",3
"28805",7
"28806",11
"28807",11
"28808",7
"28809",3
"28810",10
"28811",4
"28812",11
"28813",4
"28814",7
"28815",7
"28816",7
"28817",6
"28818",6
"28819",7
"28820",10
"28821",8
"28822",7
"28823",3
"28824",5
"28825",10
"28826",10
"28827",10
"28828",4
"28829",3
"28830",3
"28831",7
"28832",6
"28833",6
"28834",2
"28835",6
"28836",6
"28837",3
"28838",10
"28839",3
"28840",11
"28841",6
"28842",8
"28843",6
"28844",4
"28845",11
"28846",2
"28847",5
"28848",3
"28849",5
"28850",11
"28851",8
"28852",7
"28853",2
"28854",8
"28855",8
"28856",6
"28857",8
"28858",4
"28859",1
"28860",10
"28861",4
"28862",6
"28863",5
"28864",11
"28865",3
"28866",8
"28867",7
"28868",6
"28869",3
"28870",8
"28871",4
"28872",8
"28873",2
"28874",10
"28875",10
"28876",1
"28877",5
"28878",4
"28879",4
"28880",3
"28881",7
"28882",5
"28883",5
"28884",9
"28885",6
"28886",6
"28887",6
"28888",8
"28889",3
"28890",8
"28891",11
"28892",5
"28893",5
"28894",9
"28895",8
"28896",10
"28897",3
"28898",4
"28899",11
"28900",2
"28901",6
"28902",4
"28903",9
"28904",7
"28905",6
"28906",4
"28907",5
"28908",5
"28909",3
"28910",6
"28911",8
"28912",2
"28913",11
"28914",7
"28915",11
"28916",6
"28917",10
"28918",2
"28919",7
"28920",6
"28921",11
"28922",11
"28923",2
"28924",2
"28925",9
"28926",11
"28927",11
"28928",1
"28929",11
"28930",5
"28931",9
"28932",11
"28933",8
"28934",5
"28935",7
"28936",9
"28937",9
"28938",9
"28939",9
"28940",5
"28941",9
"28942",11
"28943",6
"28944",4
"28945",9
"28946",11
"28947",9
"28948",9
"28949",7
"28950",4
"28951",9
"28952",8
"28953",8
"28954",8
"28955",8
"28956",10
"28957",9
"28958",4
"28959",11
"28960",11
"28961",3
"28962",1
"28963",9
"28964",3
"28965",10
"28966",4
"28967",8
"28968",1
"28969",6
"28970",4
"28971",4
"28972",8
"28973",9
"28974",6
"28975",8
"28976",5
"28977",11
"28978",9
"28979",8
"28980",3
"28981",8
"28982",8
"28983",3
"28984",4
"28985",6
"28986",5
"28987",5
"28988",3
"28989",6
"28990",9
"28991",5
"28992",9
"28993",7
"28994",9
"28995",4
"28996",3
"28997",9
"28998",7
"28999",7
"29000",10
"29001",5
"29002",3
"29003",10
"29004",3
"29005",4
"29006",7
"29007",9
"29008",7
"29009",5
"29010",3
"29011",7
"29012",4
"29013",8
"29014",7
"29015",5
"29016",5
"29017",11
"29018",11
"29019",5
"29020",5
"29021",11
"29022",11
"29023",9
"29024",9
"29025",4
"29026",2
"29027",4
"29028",2
"29029",10
"29030",5
"29031",9
"29032",5
"29033",9
"29034",9
"29035",10
"29036",5
"29037",2
"29038",6
"29039",8
"29040",11
"29041",10
"29042",4
"29043",2
"29044",8
"29045",6
"29046",2
"29047",1
"29048",11
"29049",3
"29050",10
"29051",6
"29052",11
"29053",3
"29054",11
"29055",2
"29056",3
"29057",4
"29058",9
"29059",10
"29060",4
"29061",4
"29062",2
"29063",11
"29064",1
"29065",10
"29066",6
"29067",6
"29068",9
"29069",3
"29070",9
"29071",3
"29072",3
"29073",2
"29074",6
"29075",4
"29076",6
"29077",4
"29078",11
"29079",9
"29080",11
"29081",9
"29082",3
"29083",11
"29084",4
"29085",5
"29086",4
"29087",6
"29088",10
"29089",3
"29090",10
"29091",5
"29092",3
"29093",7
"29094",11
"29095",6
"29096",3
"29097",10
"29098",3
"29099",6
"29100",9
"29101",7
"29102",7
"29103",6
"29104",5
"29105",9
"29106",9
"29107",9
"29108",9
"29109",5
"29110",5
"29111",5
"29112",7
"29113",7
"29114",5
"29115",4
"29116",9
"29117",11
"29118",7
"29119",6
"29120",2
"29121",2
"29122",7
"29123",11
"29124",10
"29125",5
"29126",4
"29127",4
"29128",3
"29129",2
"29130",6
"29131",9
"29132",7
"29133",9
"29134",9
"29135",10
"29136",9
"29137",2
"29138",10
"29139",7
"29140",9
"29141",6
"29142",6
"29143",2
"29144",4
"29145",7
"29146",9
"29147",2
"29148",2
"29149",6
"29150",9
"29151",11
"29152",7
"29153",9
"29154",3
"29155",8
"29156",6
"29157",2
"29158",11
"29159",2
"29160",11
"29161",9
"29162",7
"29163",7
"29164",2
"29165",9
"29166",7
"29167",7
"29168",7
"29169",9
"29170",5
"29171",5
"29172",3
"29173",5
"29174",4
"29175",5
"29176",2
"29177",5
"29178",10
"29179",4
"29180",5
"29181",3
"29182",1
"29183",3
"29184",5
"29185",5
"29186",11
"29187",4
"29188",7
"29189",5
"29190",3
"29191",7
"29192",8
"29193",4
"29194",5
"29195",9
"29196",5
"29197",5
"29198",5
"29199",5
"29200",5
"29201",4
"29202",4
"29203",10
"29204",5
"29205",4
"29206",5
"29207",5
"29208",5
"29209",5
"29210",5
"29211",5
"29212",1
"29213",1
"29214",9
"29215",4
"29216",5
"29217",5
"29218",5
"29219",5
"29220",5
"29221",3
"29222",9
"29223",4
"29224",1
"29225",4
"29226",5
"29227",4
"29228",6
"29229",3
"29230",11
"29231",5
"29232",8
"29233",4
"29234",3
"29235",11
"29236",1
"29237",4
"29238",4
"29239",6
"29240",6
"29241",9
"29242",5
"29243",6
"29244",5
"29245",7
"29246",11
"29247",9
"29248",9
"29249",10
"29250",6
"29251",7
"29252",3
"29253",11
"29254",3
"29255",3
"29256",3
"29257",6
"29258",3
"29259",9
"29260",11
"29261",10
"29262",6
"29263",10
"29264",5
"29265",8
"29266",9
"29267",11
"29268",5
"29269",9
"29270",8
"29271",3
"29272",6
"29273",7
"29274",6
"29275",9
"29276",4
"29277",11
"29278",3
"29279",10
"29280",6
"29281",7
"29282",7
"29283",4
"29284",7
"29285",11
"29286",7
"29287",6
"29288",9
"29289",7
"29290",8
"29291",4
"29292",9
"29293",6
"29294",4
"29295",6
"29296",10
"29297",7
"29298",11
"29299",9
"29300",4
"29301",11
"29302",4
"29303",4
"29304",7
"29305",4
"29306",7
"29307",3
"29308",6
"29309",9
"29310",4
"29311",10
"29312",7
"29313",9
"29314",5
"29315",3
"29316",5
"29317",9
"29318",3
"29319",11
"29320",5
"29321",2
"29322",9
"29323",3
"29324",11
"29325",11
"29326",10
"29327",6
"29328",7
"29329",7
"29330",9
"29331",6
"29332",3
"29333",3
"29334",7
"29335",4
"29336",10
"29337",6
"29338",9
"29339",11
"29340",9
"29341",11
"29342",7
"29343",4
"29344",9
"29345",11
"29346",10
"29347",4
"29348",8
"29349",11
"29350",7
"29351",9
"29352",7
"29353",7
"29354",9
"29355",7
"29356",11
"29357",7
"29358",7
"29359",6
"29360",8
"29361",2
"29362",11
"29363",6
"29364",6
"29365",7
"29366",3
"29367",11
"29368",7
"29369",7
"29370",6
"29371",6
"29372",3
"29373",6
"29374",4
"29375",8
"29376",6
"29377",6
"29378",7
"29379",11
"29380",11
"29381",3
"29382",6
"29383",9
"29384",6
"29385",4
"29386",7
"29387",10
"29388",7
"29389",9
"29390",9
"29391",7
"29392",9
"29393",7
"29394",7
"29395",10
"29396",3
"29397",9
"29398",9
"29399",4
"29400",2
"29401",1
"29402",2
"29403",2
"29404",2
"29405",2
"29406",2
"29407",7
"29408",7
"29409",10
"29410",5
"29411",7
"29412",6
"29413",7
"29414",5
"29415",6
"29416",1
"29417",11
"29418",9
"29419",5
"29420",7
"29421",5
"29422",9
"29423",4
"29424",2
"29425",7
"29426",5
"29427",5
"29428",4
"29429",3
"29430",4
"29431",5
"29432",10
"29433",5
"29434",1
"29435",9
"29436",10
"29437",4
"29438",8
"29439",3
"29440",9
"29441",11
"29442",5
"29443",5
"29444",9
"29445",3
"29446",7
"29447",10
"29448",7
"29449",5
"29450",9
"29451",2
"29452",5
"29453",5
"29454",3
"29455",7
"29456",7
"29457",5
"29458",9
"29459",9
"29460",9
"29461",7
"29462",6
"29463",7
"29464",11
"29465",10
"29466",5
"29467",7
"29468",5
"29469",4
"29470",7
"29471",9
"29472",7
"29473",10
"29474",5
"29475",3
"29476",7
"29477",4
"29478",4
"29479",5
"29480",5
"29481",11
"29482",11
"29483",5
"29484",7
"29485",1
"29486",9
"29487",5
"29488",5
"29489",10
"29490",7
"29491",7
"29492",5
"29493",5
"29494",9
"29495",4
"29496",7
"29497",4
"29498",5
"29499",5
"29500",11
